,place_with_parent_names
6900,|Brasil|Minas Gerais|Belo Horizonte|São Pedro|
6901,|Brasil|Minas Gerais|Poços de Caldas|
6902,|Brasil|Minas Gerais|Belo Horizonte|
6903,|Brasil|Minas Gerais|Belo Horizonte|
6904,|Brasil|Minas Gerais|Belo Horizonte|Anchieta|
6905,|Brasil|Minas Gerais|Nova Lima|Vila da Serra|
6906,|Brasil|Minas Gerais|Belo Horizonte|Cruzeiro|
6907,|Brasil|Minas Gerais|Belo Horizonte|
6908,|Brasil|Minas Gerais|Belo Horizonte|Nova Granada|
6909,|Brasil|Minas Gerais|Belo Horizonte|Funcionários|
6910,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
6911,|Brasil|Minas Gerais|Belo Horizonte|Sion|
6912,|Brasil|Minas Gerais|Belo Horizonte|São Pedro|
6913,|Brasil|Minas Gerais|Belo Horizonte|Anchieta|
6914,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
6915,|Brasil|Minas Gerais|Belo Horizonte|São Pedro|
6916,|Brasil|Minas Gerais|Belo Horizonte|Ouro Preto|
6917,|Brasil|Minas Gerais|Nova Lima|Vila da Serra|
6918,|Brasil|Minas Gerais|Belo Horizonte|Grajaú|
6919,|Brasil|Minas Gerais|Belo Horizonte|Gutierrez|
6920,|Brasil|Minas Gerais|Belo Horizonte|Savassi|
6921,|Brasil|Minas Gerais|Belo Horizonte|Lourdes|
6922,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
6923,|Brasil|Minas Gerais|Belo Horizonte|Funcionários|
6924,|Brasil|Minas Gerais|Uberlândia|
6925,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
6926,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
6927,|Brasil|Minas Gerais|Belo Horizonte|Grajaú|
6928,|Brasil|Minas Gerais|Belo Horizonte|Prado|
6929,|Brasil|Minas Gerais|Belo Horizonte|Anchieta|
6930,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
6931,|Brasil|Minas Gerais|Belo Horizonte|
6932,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
6933,|Brasil|Minas Gerais|Belo Horizonte|Gutierrez|
6934,|Brasil|Minas Gerais|Nova Lima|
6935,|Brasil|Minas Gerais|Belo Horizonte|Grajaú|
6936,|Brasil|Minas Gerais|Belo Horizonte|Grajaú|
6937,|Brasil|Minas Gerais|Belo Horizonte|Jardim América|
6938,|Brasil|Minas Gerais|Belo Horizonte|Santo Agostinho|
6939,|Brasil|Minas Gerais|Poços de Caldas|
6940,|Brasil|Minas Gerais|Belo Horizonte|Anchieta|
6941,|Brasil|Minas Gerais|Belo Horizonte|Santa Teresa|
6942,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
6943,|Brasil|Minas Gerais|Belo Horizonte|Santa Lúcia|
6944,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
6945,|Brasil|Minas Gerais|Belo Horizonte|Cidade Nova|
6946,|Brasil|Minas Gerais|Belo Horizonte|Barro Preto|
6947,|Brasil|Minas Gerais|Belo Horizonte|
6948,|Brasil|Minas Gerais|Belo Horizonte|Santa Amélia|
6949,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
6950,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
6951,|Brasil|Minas Gerais|Belo Horizonte|Sagrada Família|
6952,|Brasil|Minas Gerais|Belo Horizonte|
6953,|Brasil|Minas Gerais|Belo Horizonte|Santa Amélia|
6954,|Brasil|Minas Gerais|Belo Horizonte|
6955,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
6956,|Brasil|Minas Gerais|Belo Horizonte|Padre Eustáquio|
6957,|Brasil|Minas Gerais|Belo Horizonte|Luxemburgo|
6958,|Brasil|Minas Gerais|Poços de Caldas|
6959,|Brasil|Minas Gerais|Belo Horizonte|Manacás|
6960,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
6961,|Brasil|Minas Gerais|Belo Horizonte|
6962,|Brasil|Minas Gerais|Belo Horizonte|Lourdes|
6963,|Brasil|Minas Gerais|Belo Horizonte|Cidade Nova|
6964,|Brasil|Minas Gerais|Belo Horizonte|Padre Eustáquio|
6965,|Brasil|Minas Gerais|Poços de Caldas|
6966,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
6967,|Brasil|Minas Gerais|Belo Horizonte|Cruzeiro|
6968,|Brasil|Minas Gerais|Belo Horizonte|Padre Eustáquio|
6969,|Brasil|Minas Gerais|Belo Horizonte|Sagrada Família|
6970,|Brasil|Minas Gerais|Belo Horizonte|Sion|
6971,|Brasil|Minas Gerais|Belo Horizonte|Prado|
6972,|Brasil|Minas Gerais|Belo Horizonte|Padre Eustáquio|
6973,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
6974,|Brasil|Minas Gerais|Belo Horizonte|
6975,|Brasil|Minas Gerais|Belo Horizonte|Alto Barroca|
6976,|Brasil|Minas Gerais|Belo Horizonte|
6977,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
6978,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
6979,|Brasil|Minas Gerais|Belo Horizonte|
6980,|Brasil|Minas Gerais|Poços de Caldas|
6981,|Brasil|Minas Gerais|Belo Horizonte|Serra|
6982,|Brasil|Minas Gerais|Belo Horizonte|São Pedro|
6983,|Brasil|Minas Gerais|Belo Horizonte|Sagrada Família|
6984,|Brasil|Minas Gerais|Belo Horizonte|Betânia|
6985,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
6986,|Brasil|Minas Gerais|Belo Horizonte|Funcionários|
6987,|Brasil|Minas Gerais|Belo Horizonte|
6988,|Brasil|Minas Gerais|Belo Horizonte|
6989,|Brasil|Minas Gerais|Poços de Caldas|
6990,|Brasil|Minas Gerais|Belo Horizonte|Centro|
6991,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
6992,|Brasil|Minas Gerais|Belo Horizonte|
6993,|Brasil|Minas Gerais|Belo Horizonte|Floresta|
6994,|Brasil|Minas Gerais|Belo Horizonte|
6995,|Brasil|Minas Gerais|Belo Horizonte|Sion|
6996,|Brasil|Minas Gerais|Belo Horizonte|
6997,|Brasil|Minas Gerais|Nova Lima|Vila da Serra|
6998,|Brasil|Minas Gerais|Belo Horizonte|Luxemburgo|
6999,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7000,|Brasil|Minas Gerais|Belo Horizonte|Sagrada Família|
7001,|Brasil|Minas Gerais|Belo Horizonte|Nova Granada|
7002,|Brasil|Minas Gerais|Belo Horizonte|Centro|
7003,|Brasil|Minas Gerais|Belo Horizonte|Cidade Nova|
7004,|Brasil|Minas Gerais|Belo Horizonte|Sagrada Família|
7005,|Brasil|Minas Gerais|Belo Horizonte|Anchieta|
7006,|Brasil|Minas Gerais|Belo Horizonte|Luxemburgo|
7007,|Brasil|Minas Gerais|Belo Horizonte|Sion|
7008,|Brasil|Minas Gerais|Nova Lima|Vale do Sereno|
7009,|Brasil|Minas Gerais|Belo Horizonte|Cidade Jardim|
7010,|Brasil|Minas Gerais|Belo Horizonte|Serra|
7011,|Brasil|Minas Gerais|Belo Horizonte|
7012,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7013,|Brasil|Minas Gerais|Belo Horizonte|São Pedro|
7014,|Brasil|Minas Gerais|Belo Horizonte|Anchieta|
7015,|Brasil|Minas Gerais|Belo Horizonte|Lourdes|
7016,|Brasil|Minas Gerais|Belo Horizonte|Sion|
7017,|Brasil|Minas Gerais|Belo Horizonte|Funcionários|
7018,|Brasil|Minas Gerais|Belo Horizonte|Planalto|
7019,|Brasil|Minas Gerais|Belo Horizonte|
7020,|Brasil|Minas Gerais|Belo Horizonte|Santa Amélia|
7021,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7022,|Brasil|Minas Gerais|Poços de Caldas|
7023,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7024,|Brasil|Minas Gerais|Juiz de Fora|
7025,|Brasil|Minas Gerais|Belo Horizonte|São Lucas|
7026,|Brasil|Minas Gerais|Belo Horizonte|
7027,|Brasil|Minas Gerais|Juiz de Fora|
7028,|Brasil|Minas Gerais|Belo Horizonte|Serra|
7029,|Brasil|Minas Gerais|Belo Horizonte|Cidade Jardim|
7030,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7031,|Brasil|Minas Gerais|Belo Horizonte|
7032,|Brasil|Minas Gerais|Belo Horizonte|Funcionários|
7033,|Brasil|Minas Gerais|Belo Horizonte|Castelo|
7034,|Brasil|Minas Gerais|Belo Horizonte|Funcionários|
7035,|Brasil|Minas Gerais|Belo Horizonte|Sagrada Família|
7036,|Brasil|Minas Gerais|Belo Horizonte|Dona Clara|
7037,|Brasil|Minas Gerais|Belo Horizonte|Cidade Jardim|
7038,|Brasil|Minas Gerais|Belo Horizonte|Santa Amélia|
7039,|Brasil|Minas Gerais|Belo Horizonte|Silveira|
7040,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7041,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7042,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7043,|Brasil|Minas Gerais|Belo Horizonte|Serra|
7044,|Brasil|Minas Gerais|Belo Horizonte|
7045,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7046,|Brasil|Minas Gerais|Uberlândia|
7047,|Brasil|Minas Gerais|Belo Horizonte|Lourdes|
7048,|Brasil|Minas Gerais|Belo Horizonte|Luxemburgo|
7049,|Brasil|Minas Gerais|Belo Horizonte|
7050,|Brasil|Minas Gerais|Belo Horizonte|São Bento|
7051,|Brasil|Minas Gerais|Belo Horizonte|
7052,|Brasil|Minas Gerais|Belo Horizonte|Anchieta|
7053,|Brasil|Minas Gerais|Belo Horizonte|Serra|
7054,|Brasil|Minas Gerais|Belo Horizonte|
7055,|Brasil|Minas Gerais|Belo Horizonte|Padre Eustáquio|
7056,|Brasil|Minas Gerais|Belo Horizonte|Cidade Jardim|
7057,|Brasil|Minas Gerais|Belo Horizonte|
7058,|Brasil|Minas Gerais|Belo Horizonte|Luxemburgo|
7059,|Brasil|Minas Gerais|Belo Horizonte|Anchieta|
7060,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7061,|Brasil|Minas Gerais|Belo Horizonte|Nova Granada|
7062,|Brasil|Minas Gerais|Belo Horizonte|Sion|
7063,|Brasil|Minas Gerais|Nova Lima|Vila da Serra|
7064,|Brasil|Minas Gerais|Belo Horizonte|Funcionários|
7065,|Brasil|Minas Gerais|Belo Horizonte|
7066,|Brasil|Minas Gerais|Belo Horizonte|Serra|
7067,|Brasil|Minas Gerais|Poços de Caldas|
7068,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7069,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7070,|Brasil|Minas Gerais|Belo Horizonte|Santo Agostinho|
7071,|Brasil|Minas Gerais|Belo Horizonte|
7072,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7073,|Brasil|Minas Gerais|Belo Horizonte|Sion|
7074,|Brasil|Minas Gerais|Belo Horizonte|Santo Agostinho|
7075,|Brasil|Minas Gerais|Belo Horizonte|Centro|
7076,|Brasil|Minas Gerais|Belo Horizonte|Venda Nova|
7077,|Brasil|Minas Gerais|Belo Horizonte|Serra|
7078,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7079,|Brasil|Minas Gerais|Poços de Caldas|
7080,|Brasil|Minas Gerais|Uberlândia|
7081,|Brasil|Minas Gerais|Belo Horizonte|Funcionários|
7082,|Brasil|Minas Gerais|Belo Horizonte|Carlos Prates|
7083,|Brasil|Minas Gerais|Belo Horizonte|Centro|
7084,|Brasil|Minas Gerais|Belo Horizonte|
7085,|Brasil|Minas Gerais|Belo Horizonte|Sagrada Família|
7086,|Brasil|Minas Gerais|Belo Horizonte|Santa Efigênia|
7087,|Brasil|Minas Gerais|Belo Horizonte|Serra|
7088,|Brasil|Minas Gerais|Belo Horizonte|Lourdes|
7089,|Brasil|Minas Gerais|Belo Horizonte|Sion|
7090,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7091,|Brasil|Minas Gerais|Belo Horizonte|Funcionários|
7092,|Brasil|Minas Gerais|Belo Horizonte|
7093,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7094,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7095,|Brasil|Minas Gerais|Belo Horizonte|Sion|
7096,|Brasil|Minas Gerais|Belo Horizonte|Jaraguá|
7097,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7098,|Brasil|Minas Gerais|Belo Horizonte|
7099,|Brasil|Minas Gerais|Belo Horizonte|Serra|
7100,|Brasil|Minas Gerais|Belo Horizonte|Luxemburgo|
7101,|Brasil|Minas Gerais|Belo Horizonte|
7102,|Brasil|Minas Gerais|Belo Horizonte|Ouro Preto|
7103,|Brasil|Minas Gerais|Juiz de Fora|
7104,|Brasil|Minas Gerais|Belo Horizonte|Gutierrez|
7105,|Brasil|Minas Gerais|Belo Horizonte|Gutierrez|
7106,|Brasil|Minas Gerais|Belo Horizonte|
7107,|Brasil|Minas Gerais|Uberlândia|
7108,|Brasil|Minas Gerais|Belo Horizonte|Barro Preto|
7109,|Brasil|Minas Gerais|Belo Horizonte|Luxemburgo|
7110,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7111,|Brasil|Minas Gerais|Belo Horizonte|Gutierrez|
7112,|Brasil|Minas Gerais|Belo Horizonte|
7113,|Brasil|Minas Gerais|Belo Horizonte|Santa Lúcia|
7114,|Brasil|Minas Gerais|Belo Horizonte|Jaraguá|
7115,|Brasil|Minas Gerais|Belo Horizonte|Santo Agostinho|
7116,|Brasil|Minas Gerais|Belo Horizonte|Cidade Jardim|
7117,|Brasil|Minas Gerais|Uberlândia|
7118,|Brasil|Minas Gerais|Belo Horizonte|Coração de Jesus|
7119,|Brasil|Minas Gerais|Belo Horizonte|Sion|
7120,|Brasil|Minas Gerais|Belo Horizonte|Sion|
7121,|Brasil|Minas Gerais|Belo Horizonte|Silveira|
7122,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7123,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7124,|Brasil|Minas Gerais|Belo Horizonte|Sion|
7125,|Brasil|Minas Gerais|Belo Horizonte|Serra|
7126,|Brasil|Minas Gerais|Belo Horizonte|Cidade Jardim|
7127,|Brasil|Minas Gerais|Nova Lima|Vila da Serra|
7128,|Brasil|Minas Gerais|Belo Horizonte|Luxemburgo|
7129,|Brasil|Minas Gerais|Belo Horizonte|Sion|
7130,|Brasil|Minas Gerais|Belo Horizonte|Carlos Prates|
7131,|Brasil|Minas Gerais|Belo Horizonte|Sion|
7132,|Brasil|Minas Gerais|Juiz de Fora|
7133,|Brasil|Minas Gerais|Poços de Caldas|
7134,|Brasil|Minas Gerais|Belo Horizonte|
7135,|Brasil|Minas Gerais|Belo Horizonte|Gutierrez|
7136,|Brasil|Minas Gerais|Belo Horizonte|Gutierrez|
7137,|Brasil|Minas Gerais|Nova Lima|Vila da Serra|
7138,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7139,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7140,|Brasil|Minas Gerais|Belo Horizonte|
7141,|Brasil|Minas Gerais|Belo Horizonte|Nova Granada|
7142,|Brasil|Minas Gerais|Belo Horizonte|
7143,|Brasil|Minas Gerais|Belo Horizonte|Cidade Nova|
7144,|Brasil|Minas Gerais|Belo Horizonte|Silveira|
7145,|Brasil|Minas Gerais|Belo Horizonte|Lourdes|
7146,|Brasil|Minas Gerais|Belo Horizonte|
7147,|Brasil|Minas Gerais|Belo Horizonte|
7148,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7149,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7150,|Brasil|Minas Gerais|Belo Horizonte|
7151,|Brasil|Minas Gerais|Belo Horizonte|Vila Paris|
7152,|Brasil|Minas Gerais|Belo Horizonte|
7153,|Brasil|Minas Gerais|Belo Horizonte|Luxemburgo|
7154,|Brasil|Minas Gerais|Belo Horizonte|Lourdes|
7155,|Brasil|Minas Gerais|Belo Horizonte|Serra|
7156,|Brasil|Minas Gerais|Belo Horizonte|Sion|
7157,|Brasil|Minas Gerais|Belo Horizonte|
7158,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7159,|Brasil|Minas Gerais|Belo Horizonte|Funcionários|
7160,|Brasil|Minas Gerais|Belo Horizonte|Gutierrez|
7161,|Brasil|Minas Gerais|Nova Lima|
7162,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7163,|Brasil|Minas Gerais|Poços de Caldas|
7164,|Brasil|Minas Gerais|Belo Horizonte|Ouro Preto|
7165,|Brasil|Minas Gerais|Belo Horizonte|Cidade Nova|
7166,|Brasil|Minas Gerais|Belo Horizonte|Sion|
7167,|Brasil|Minas Gerais|Belo Horizonte|Havaí|
7168,|Brasil|Minas Gerais|Belo Horizonte|Sagrada Família|
7169,|Brasil|Minas Gerais|Belo Horizonte|
7170,|Brasil|Minas Gerais|Belo Horizonte|Sion|
7171,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7172,|Brasil|Minas Gerais|Belo Horizonte|Castelo|
7173,|Brasil|Minas Gerais|Belo Horizonte|
7174,|Brasil|Minas Gerais|Belo Horizonte|Jaraguá|
7175,|Brasil|Minas Gerais|Belo Horizonte|Serra|
7176,|Brasil|Minas Gerais|Belo Horizonte|Sagrada Família|
7177,|Brasil|Minas Gerais|Belo Horizonte|Sagrada Família|
7178,|Brasil|Minas Gerais|Belo Horizonte|Cidade Nova|
7179,|Brasil|Minas Gerais|Belo Horizonte|Sagrada Família|
7180,|Brasil|Minas Gerais|Belo Horizonte|Castelo|
7181,|Brasil|Minas Gerais|Belo Horizonte|
7182,|Brasil|Minas Gerais|Belo Horizonte|Luxemburgo|
7183,|Brasil|Minas Gerais|Belo Horizonte|Funcionários|
7184,|Brasil|Minas Gerais|Belo Horizonte|Jaraguá|
7185,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7186,|Brasil|Minas Gerais|Belo Horizonte|Lourdes|
7187,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7188,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7189,|Brasil|Minas Gerais|Belo Horizonte|
7190,|Brasil|Minas Gerais|Nova Lima|Vila da Serra|
7191,|Brasil|Minas Gerais|Belo Horizonte|
7192,|Brasil|Minas Gerais|Belo Horizonte|Alto Barroca|
7193,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7194,|Brasil|Minas Gerais|Belo Horizonte|
7195,|Brasil|Minas Gerais|Belo Horizonte|Barro Preto|
7196,|Brasil|Minas Gerais|Belo Horizonte|Funcionários|
7197,|Brasil|Minas Gerais|Belo Horizonte|Castelo|
7198,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7199,|Brasil|Minas Gerais|Belo Horizonte|Luxemburgo|
7200,|Brasil|Minas Gerais|Nova Lima|Vila da Serra|
7201,|Brasil|Minas Gerais|Belo Horizonte|Sagrada Família|
7202,|Brasil|Minas Gerais|Juiz de Fora|
7203,|Brasil|Minas Gerais|Belo Horizonte|
7204,|Brasil|Minas Gerais|Belo Horizonte|Gutierrez|
7205,|Brasil|Minas Gerais|Uberlândia|
7206,|Brasil|Minas Gerais|Belo Horizonte|Santa Efigênia|
7207,|Brasil|Minas Gerais|Poços de Caldas|
7208,|Brasil|Minas Gerais|Belo Horizonte|Floresta|
7209,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7210,|Brasil|Minas Gerais|Belo Horizonte|
7211,|Brasil|Minas Gerais|Belo Horizonte|
7212,|Brasil|Minas Gerais|Belo Horizonte|Silveira|
7213,|Brasil|Minas Gerais|Belo Horizonte|Barro Preto|
7214,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7215,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7216,|Brasil|Minas Gerais|Uberlândia|
7217,|Brasil|Minas Gerais|Belo Horizonte|Padre Eustáquio|
7218,|Brasil|Minas Gerais|Belo Horizonte|
7219,|Brasil|Minas Gerais|Belo Horizonte|Gutierrez|
7220,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7221,|Brasil|Minas Gerais|Belo Horizonte|Funcionários|
7222,|Brasil|Minas Gerais|Belo Horizonte|Cidade Nova|
7223,|Brasil|Minas Gerais|Belo Horizonte|Santo Agostinho|
7224,|Brasil|Minas Gerais|Belo Horizonte|Luxemburgo|
7225,|Brasil|Minas Gerais|Belo Horizonte|Carmo|
7226,|Brasil|Minas Gerais|Belo Horizonte|Santa Efigênia|
7227,|Brasil|Minas Gerais|Belo Horizonte|Anchieta|
7228,|Brasil|Minas Gerais|Belo Horizonte|Santa Efigênia|
7229,|Brasil|Minas Gerais|Belo Horizonte|Sion|
7230,|Brasil|Minas Gerais|Belo Horizonte|Jaraguá|
7231,|Brasil|Minas Gerais|Belo Horizonte|Luxemburgo|
7232,|Brasil|Minas Gerais|Belo Horizonte|Anchieta|
7233,|Brasil|Minas Gerais|Belo Horizonte|Castelo|
7234,|Brasil|Minas Gerais|Belo Horizonte|Funcionários|
7235,|Brasil|Minas Gerais|Belo Horizonte|
7236,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7237,|Brasil|Minas Gerais|Belo Horizonte|
7238,|Brasil|Minas Gerais|Belo Horizonte|Cidade Jardim|
7239,|Brasil|Minas Gerais|Uberlândia|
7240,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7241,|Brasil|Minas Gerais|Belo Horizonte|Luxemburgo|
7242,|Brasil|Minas Gerais|Belo Horizonte|Coração Eucarístico|
7243,|Brasil|Minas Gerais|Juiz de Fora|
7244,|Brasil|Minas Gerais|Belo Horizonte|
7245,|Brasil|Minas Gerais|Poços de Caldas|
7246,|Brasil|Minas Gerais|Belo Horizonte|Sagrada Família|
7247,|Brasil|Minas Gerais|Belo Horizonte|Luxemburgo|
7248,|Brasil|Minas Gerais|Nova Lima|
7249,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7250,|Brasil|Minas Gerais|Belo Horizonte|Cidade Jardim|
7251,|Brasil|Minas Gerais|Nova Lima|
7252,|Brasil|Minas Gerais|Belo Horizonte|Silveira|
7253,|Brasil|Minas Gerais|Belo Horizonte|Palmeiras|
7254,|Brasil|Minas Gerais|Uberlândia|
7255,|Brasil|Minas Gerais|Belo Horizonte|Prado|
7256,|Brasil|Minas Gerais|Belo Horizonte|Funcionários|
7257,|Brasil|Minas Gerais|Belo Horizonte|Sagrada Família|
7258,|Brasil|Minas Gerais|Belo Horizonte|Serra|
7259,|Brasil|Minas Gerais|Belo Horizonte|Jardim América|
7260,|Brasil|Minas Gerais|Belo Horizonte|Serra|
7261,|Brasil|Minas Gerais|Belo Horizonte|
7262,|Brasil|Minas Gerais|Belo Horizonte|
7263,|Brasil|Minas Gerais|Belo Horizonte|Gutierrez|
7264,|Brasil|Minas Gerais|Belo Horizonte|Sion|
7265,|Brasil|Minas Gerais|Belo Horizonte|São Pedro|
7266,|Brasil|Minas Gerais|Belo Horizonte|Lourdes|
7267,|Brasil|Minas Gerais|Belo Horizonte|
7268,|Brasil|Minas Gerais|Belo Horizonte|
7269,|Brasil|Minas Gerais|Belo Horizonte|Serra|
7270,|Brasil|Minas Gerais|Belo Horizonte|
7271,|Brasil|Minas Gerais|Uberlândia|
7272,|Brasil|Minas Gerais|Belo Horizonte|Serra|
7273,|Brasil|Minas Gerais|Belo Horizonte|Sagrada Família|
7274,|Brasil|Minas Gerais|Belo Horizonte|
7275,|Brasil|Minas Gerais|Nova Lima|
7276,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7277,|Brasil|Minas Gerais|Belo Horizonte|Luxemburgo|
7278,|Brasil|Minas Gerais|Belo Horizonte|Lourdes|
7279,|Brasil|Minas Gerais|Belo Horizonte|
7280,|Brasil|Minas Gerais|Juiz de Fora|
7281,|Brasil|Minas Gerais|Belo Horizonte|Funcionários|
7282,|Brasil|Minas Gerais|Belo Horizonte|São Pedro|
7283,|Brasil|Minas Gerais|Belo Horizonte|Carlos Prates|
7284,|Brasil|Minas Gerais|Belo Horizonte|Cidade Jardim|
7285,|Brasil|Minas Gerais|Uberlândia|
7286,|Brasil|Minas Gerais|Belo Horizonte|Gutierrez|
7287,|Brasil|Minas Gerais|Belo Horizonte|Savassi|
7288,|Brasil|Minas Gerais|Belo Horizonte|Cruzeiro|
7289,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7290,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7291,|Brasil|Minas Gerais|Belo Horizonte|Sagrada Família|
7292,|Brasil|Minas Gerais|Belo Horizonte|Cruzeiro|
7293,|Brasil|Minas Gerais|Belo Horizonte|
7294,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7295,|Brasil|Minas Gerais|Belo Horizonte|Gutierrez|
7296,|Brasil|Minas Gerais|Juiz de Fora|
7297,|Brasil|Minas Gerais|Belo Horizonte|Centro|
7298,|Brasil|Minas Gerais|Belo Horizonte|
7299,|Brasil|Minas Gerais|Belo Horizonte|
7300,|Brasil|Minas Gerais|Belo Horizonte|Serra|
7301,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7302,|Brasil|Minas Gerais|Belo Horizonte|
7303,|Brasil|Minas Gerais|Belo Horizonte|Serra|
7304,|Brasil|Minas Gerais|Belo Horizonte|Funcionários|
7305,|Brasil|Minas Gerais|Belo Horizonte|Serra|
7306,|Brasil|Minas Gerais|Nova Lima|Vila da Serra|
7307,|Brasil|Minas Gerais|Belo Horizonte|Funcionários|
7308,|Brasil|Minas Gerais|Belo Horizonte|Santa Efigênia|
7309,|Brasil|Minas Gerais|Belo Horizonte|Funcionários|
7310,|Brasil|Minas Gerais|Belo Horizonte|Castelo|
7311,|Brasil|Minas Gerais|Belo Horizonte|Anchieta|
7312,|Brasil|Minas Gerais|Belo Horizonte|Cruzeiro|
7313,|Brasil|Minas Gerais|Belo Horizonte|Santa Teresa|
7314,|Brasil|Minas Gerais|Belo Horizonte|Serra|
7315,|Brasil|Minas Gerais|Juiz de Fora|
7316,|Brasil|Minas Gerais|Belo Horizonte|Luxemburgo|
7317,|Brasil|Minas Gerais|Belo Horizonte|
7318,|Brasil|Minas Gerais|Belo Horizonte|Funcionários|
7319,|Brasil|Minas Gerais|Belo Horizonte|Cidade Jardim|
7320,|Brasil|Minas Gerais|Belo Horizonte|Padre Eustáquio|
7321,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7322,|Brasil|Minas Gerais|Belo Horizonte|São Pedro|
7323,|Brasil|Minas Gerais|Belo Horizonte|
7324,|Brasil|Minas Gerais|Belo Horizonte|
7325,|Brasil|Minas Gerais|Belo Horizonte|Castelo|
7326,|Brasil|Minas Gerais|Belo Horizonte|Luxemburgo|
7327,|Brasil|Minas Gerais|Belo Horizonte|Coração de Jesus|
7328,|Brasil|Minas Gerais|Belo Horizonte|Gutierrez|
7329,|Brasil|Minas Gerais|Belo Horizonte|Gutierrez|
7330,|Brasil|Minas Gerais|Belo Horizonte|Ouro Preto|
7331,|Brasil|Minas Gerais|Belo Horizonte|Santa Lúcia|
7332,|Brasil|Minas Gerais|Belo Horizonte|Santa Efigênia|
7333,|Brasil|Minas Gerais|Uberlândia|
7334,|Brasil|Minas Gerais|Belo Horizonte|
7335,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7336,|Brasil|Minas Gerais|Belo Horizonte|Betânia|
7337,|Brasil|Minas Gerais|Belo Horizonte|Anchieta|
7338,|Brasil|Minas Gerais|Belo Horizonte|Padre Eustáquio|
7339,|Brasil|Minas Gerais|Belo Horizonte|
7340,|Brasil|Minas Gerais|Belo Horizonte|Funcionários|
7341,|Brasil|Minas Gerais|Belo Horizonte|
